amount,frequency,location_change,device_change,hour_of_day,is_fraud
29.79,0,1,0,16,0
128.45,1,0,0,15,0
68.32,1,0,0,19,0
63.01,6,1,0,10,0
11.76,5,0,0,11,0
36.91,1,0,0,22,0
76.19,1,0,0,21,0
10.09,6,0,0,14,0
10.07,5,0,0,9,0
429.02,3,0,0,22,0
1258.59,4,0,0,10,0
57.09,2,0,0,18,0
5000.0,20,1,1,1,1
583.64,6,0,0,13,0
55.08,3,0,0,20,0
3.22,3,0,0,14,0
21.02,5,1,0,9,0
22.03,2,1,0,12,0
57.98,2,0,0,18,0
37.02,5,0,0,17,0
213.61,3,0,0,15,0
197.96,1,1,0,15,0
5000.0,16,1,1,2,1
19.56,4,0,0,9,0
43.41,3,0,0,20,0
70.54,4,0,0,15,0
11.51,5,0,0,16,0
284.45,3,1,0,18,0
52.72,4,0,0,19,0
37.83,1,0,0,9,0
282.86,2,0,0,14,0
9.88,3,0,0,22,0
98.7,2,0,0,9,0
32.5,2,0,0,19,0
17.57,1,0,0,20,0
14.32,0,0,0,17,0
438.19,2,0,0,15,0
12.19,8,1,0,12,0
15.81,4,0,0,20,0
144.9,5,0,0,13,0
31.28,6,0,0,16,0
289.07,5,1,0,15,0
119.53,3,0,0,17,0
32.62,5,0,0,21,0
241.59,6,0,0,21,0
130.21,6,0,0,15,0
569.99,3,1,0,13,0
22.54,9,0,0,20,0
9.44,1,0,0,14,0
21.98,5,0,0,12,0
5000.0,11,1,1,5,1
39.1,5,0,0,18,0
212.75,2,0,0,9,0
29.71,3,0,0,10,0
176.03,3,0,0,15,0
106.84,4,0,0,19,0
52.93,1,0,0,8,0
16.5,2,0,0,13,0
81.4,4,0,0,18,0
60.6,3,0,0,20,0
46.12,5,1,1,8,0
92.1,3,0,0,22,0
100.08,6,0,0,8,0
182.47,3,0,0,16,0
27.99,2,0,0,18,0
364.27,4,0,0,14,0
251.72,3,0,0,13,0
104.11,6,0,0,8,0
30.23,3,1,0,11,0
94.92,2,0,0,19,0
39.52,3,0,0,8,0
154.09,2,0,0,21,0
42.21,1,0,0,12,0
80.16,2,0,0,16,0
22.25,4,0,0,8,0
48.74,5,0,0,16,0
24.48,3,0,0,15,0
34.35,4,0,1,12,0
8.75,4,0,0,17,0
121.65,2,0,0,20,0
83.43,5,0,0,11,0
46.98,2,0,0,10,0
39.34,2,0,0,15,0
16.24,2,0,0,8,0
15.2,0,0,0,10,0
98.61,1,0,0,10,0
1184.24,4,0,0,10,0
13.53,7,0,0,8,0
52.65,1,0,0,9,0
30.28,0,0,0,9,0
97.96,4,0,0,17,0
288.76,2,0,0,18,0
9.56,4,0,0,13,0
32.26,4,0,0,16,0
12.1,6,0,0,14,0
43.95,2,0,0,9,0
23.49,2,0,0,12,0
21.14,7,0,0,10,0
44.29,4,0,0,8,0
13.74,3,0,0,21,0
5000.0,23,1,1,4,1
10381.28,18,1,1,3,1
74.9,2,0,0,10,0
37.85,3,0,0,13,0
55.64,7,0,0,15,0
381.91,2,0,0,21,0
413.07,3,0,0,17,0
33.28,0,0,0,15,0
44.91,1,0,0,22,0
26.26,3,0,0,14,0
161.35,4,0,0,14,0
22.25,1,0,0,21,0
5.93,2,0,0,15,0
34.18,5,0,0,20,0
33.12,3,0,0,10,0
214.45,1,0,0,22,0
6.02,1,0,0,9,0
117.48,3,0,0,18,0
68.83,1,0,0,15,0
44.64,3,0,0,13,0
4.04,4,0,0,18,0
80.91,1,0,0,14,0
26.91,2,1,0,9,0
45.19,5,0,0,21,0
27.74,2,0,0,10,0
5000.0,17,1,1,2,1
57.03,2,0,0,9,0
15.21,3,0,0,18,0
911.1,1,0,0,22,0
57.0,5,0,0,15,0
17.33,3,0,0,15,0
10.75,3,0,0,18,0
44.69,1,0,0,13,0
45.72,3,0,0,16,0
32.37,5,0,0,22,0
15.33,0,0,0,18,0
127.83,4,0,0,19,0
75.78,3,0,0,19,0
8.1,7,1,0,21,0
56.47,3,0,0,15,0
29.42,1,0,0,8,0
99.79,1,0,0,10,0
59.0,2,0,0,19,0
67.33,3,0,0,17,0
36.49,4,1,0,13,0
25.02,5,0,0,17,0
56.19,4,0,0,14,0
97.68,3,0,0,21,0
55.08,3,0,0,20,0
55.81,4,0,0,10,0
88.79,2,0,1,21,0
49.19,5,1,0,18,0
99.86,3,0,0,14,0
29.68,4,0,0,20,0
5000.0,12,1,1,0,1
156.07,9,1,0,21,0
56.5,1,0,0,20,0
270.06,4,1,0,18,0
23.09,6,0,0,11,0
211.8,3,0,0,18,0
30.3,5,0,0,16,0
11.48,1,0,0,9,0
340.86,1,0,0,20,0
176.52,2,0,0,17,0
31.42,1,0,0,15,0
29.13,1,0,0,15,0
8.23,1,0,0,13,0
12.64,1,0,0,8,0
6.54,4,0,0,18,0
36.93,1,0,0,14,0
84.44,4,0,0,17,0
11.87,5,0,0,21,0
45.25,2,1,0,8,0
55.92,2,0,0,8,0
19.89,6,1,0,14,0
81.26,3,0,0,9,0
14.5,4,0,0,19,0
30.75,6,0,0,12,0
37.65,2,0,0,22,0
54.04,3,0,0,10,0
41.26,3,0,0,9,0
116.84,5,0,0,14,0
7.77,5,0,0,12,0
18.32,3,0,0,18,0
5000.0,12,1,0,2,1
45.88,0,1,0,8,0
37.05,2,0,0,15,0
45.13,4,0,0,13,0
132.59,5,0,0,11,0
10.81,3,1,0,11,0
19.08,4,0,0,22,0
101.7,1,0,0,10,0
43.19,2,0,0,14,0
13.3,5,0,0,9,0
80.34,3,0,0,13,0
74.55,4,0,0,21,0
78.18,3,0,0,14,0
106.34,2,0,0,20,0
141.92,2,0,0,12,0
71.64,3,0,0,15,0
22.32,3,0,0,9,0
66.38,1,0,0,11,0
56.5,4,0,0,12,0
69.36,4,1,0,15,0
180.66,5,0,0,16,0
45.16,2,0,0,12,0
109.89,2,0,0,20,0
14.89,3,0,0,20,0
46.99,4,0,1,11,0
90.12,0,0,0,8,0
364.58,5,0,0,13,0
13.82,6,0,0,18,0
28.19,8,0,0,18,0
71.08,3,0,0,10,0
41.51,4,0,0,16,0
52.58,2,0,0,19,0
53.25,4,0,0,18,0
18.38,4,0,0,20,0
18.23,2,0,0,14,0
77.18,5,0,0,22,0
24.77,4,0,0,20,0
162.55,3,0,0,13,0
88.93,1,0,0,11,0
13.05,1,0,1,13,0
132.11,4,0,0,16,0
104.83,2,0,0,18,0
67.03,2,1,0,12,0
5000.0,18,1,0,2,1
106.26,5,0,0,14,0
56.04,3,0,0,17,0
108.45,2,0,0,12,0
22.27,6,0,0,21,0
32.75,7,0,0,19,0
90.88,4,0,0,21,0
38.15,3,0,0,21,0
54.27,3,0,0,9,0
19.37,1,0,0,9,0
11.46,3,0,0,21,0
23.98,1,1,0,16,0
14087.89,20,0,0,1,1
62.86,4,0,0,11,0
5000.0,10,1,0,1,1
46.53,4,0,0,18,0
73.98,4,0,0,9,0
51.63,3,0,0,14,0
101.09,2,0,0,10,0
76.4,2,0,0,15,0
128.05,4,0,0,13,0
23.08,1,0,0,22,0
5000.0,18,1,1,4,1
322.3,3,0,0,15,0
242.99,3,0,0,18,0
15.77,4,0,0,14,0
8.17,4,0,0,17,0
22.28,2,0,0,19,0
53.95,7,1,0,13,0
35.25,4,1,0,12,0
39.63,6,0,0,17,0
23.01,2,0,0,17,0
9.69,4,0,0,11,0
39.7,1,0,0,19,0
48.76,3,0,0,17,0
47.48,4,0,0,21,0
75.2,4,0,0,10,0
5000.0,15,0,1,2,1
28.92,4,0,0,18,0
32.81,3,0,0,10,0
82.9,2,0,0,18,0
34.91,3,0,0,18,0
50.35,4,0,0,8,0
20.22,3,0,0,11,0
24.93,5,0,0,16,0
22.5,4,0,0,17,0
129.09,2,0,0,13,0
361.14,2,0,0,10,0
76.01,5,0,0,10,0
42.53,1,0,1,18,0
37.97,5,0,0,10,0
43.09,3,0,0,10,0
52.86,6,0,0,8,0
5.94,1,0,0,8,0
140.29,6,0,0,16,0
33.68,5,0,0,14,0
25.54,3,0,0,11,0
159.23,5,1,0,14,0
97.05,2,0,0,9,0
142.31,5,0,0,14,0
307.04,1,0,0,12,0
14.02,5,1,1,22,0
71.11,2,0,0,19,0
23.34,3,0,0,11,0
65.34,2,0,0,13,0
44.44,3,0,1,20,0
11.2,1,0,0,19,0
87.4,3,0,0,21,0
114.53,4,0,0,8,0
114.72,1,0,0,12,0
21.62,4,0,1,14,0
19.0,4,0,0,12,0
49.83,2,0,0,12,0
178.7,3,0,0,20,0
28.86,1,0,0,18,0
7.64,0,0,0,16,0
2.37,4,0,1,11,0
9.77,4,0,0,20,0
48.91,2,0,0,21,0
20.07,5,0,0,14,0
253.28,3,0,0,18,0
17.63,2,0,0,8,0
7457.87,8,1,1,1,1
162.53,4,0,0,10,0
39.15,1,1,0,17,0
25.65,3,0,0,12,0
57.92,2,0,0,15,0
13.36,0,0,0,18,0
38.83,4,0,0,10,0
82.15,7,0,0,19,0
15.52,1,0,1,16,0
20.12,2,0,0,16,0
28.23,2,0,0,21,0
42.88,3,0,0,8,0
176.53,4,0,0,17,0
52.23,3,0,0,17,0
25117.41,10,1,1,1,1
85.56,1,0,0,10,0
23.64,5,0,0,11,0
25.36,3,1,0,20,0
29.76,3,0,0,12,0
53.18,3,0,0,12,0
49.6,3,0,0,11,0
7.19,1,1,0,10,0
73.61,4,0,0,11,0
102.9,2,0,0,19,0
39.45,3,0,0,18,0
52.86,1,0,0,10,0
10.86,4,0,0,10,0
248.21,1,0,0,14,0
880.04,4,0,1,14,0
19.25,2,0,0,19,0
147.59,3,0,0,9,0
6.81,2,0,0,16,0
23.78,8,0,0,22,0
21.14,4,0,0,18,0
6.55,2,1,0,11,0
62.74,3,0,0,11,0
18.4,4,1,0,16,0
61.38,1,0,0,10,0
94.45,3,0,0,19,0
57.87,2,0,0,18,0
45.93,3,0,0,13,0
113.82,2,0,0,17,0
39.83,3,0,0,18,0
55.95,4,0,0,18,0
7.13,3,0,0,18,0
49.57,2,0,0,10,0
42.78,1,0,0,11,0
147.59,2,0,0,22,0
36.66,2,0,0,16,0
41.15,2,0,0,16,0
31.66,3,0,0,20,0
157.93,2,0,0,19,0
16.06,4,0,0,18,0
5000.0,15,1,0,4,1
685.35,1,0,0,18,0
85.93,2,1,0,21,0
164.56,2,0,0,16,0
151.95,2,0,0,8,0
126.43,4,0,0,21,0
233.25,6,0,0,8,0
103.04,1,0,0,8,0
26.48,4,0,0,8,0
17.93,2,0,0,17,0
141.74,2,0,0,13,0
5000.0,11,1,0,3,1
30.63,1,0,1,16,0
203.85,1,0,0,19,0
442.48,1,0,0,14,0
69.38,4,1,0,10,0
93.48,1,0,0,10,0
14.63,3,0,0,9,0
144.77,4,1,0,20,0
121.28,3,0,0,8,0
15.64,0,0,0,21,0
32.34,1,0,0,13,0
9.87,2,0,0,12,0
28.46,2,0,0,8,0
62.59,4,0,0,11,0
224.09,5,0,0,18,0
176.11,4,0,0,10,0
109.23,1,0,1,15,0
80.84,6,0,0,15,0
38.95,5,0,0,11,0
39.6,4,0,0,15,0
20.78,0,1,0,9,0
29.42,1,0,0,20,0
198.29,2,0,0,20,0
29.14,1,0,0,16,0
12.01,10,0,0,16,0
61.22,4,1,0,21,0
101.68,2,0,0,17,0
17.25,4,0,0,21,0
24.57,1,0,0,12,0
40.03,5,0,0,14,0
21.74,4,0,0,8,0
101.47,0,1,0,11,0
36.85,4,0,0,19,0
201.56,7,0,0,18,0
183.68,4,0,0,12,0
57.7,0,0,0,14,0
16.65,2,0,0,19,0
32.18,1,0,0,8,0
25.02,5,0,0,16,0
61.58,3,0,0,8,0
28.39,1,0,0,9,0
34.36,4,0,0,9,0
70.12,5,0,0,12,0
114.64,9,0,0,8,0
39.78,3,1,0,17,0
329.2,3,0,0,22,0
9.45,2,1,0,9,0
99.8,3,0,1,8,0
79.48,2,0,0,20,0
5000.0,10,1,1,0,1
14.44,2,0,0,12,0
43.33,6,0,0,15,0
143.29,0,0,0,10,0
125.66,0,0,0,19,0
18.77,2,0,0,11,0
34.81,1,0,0,20,0
45.82,2,0,0,21,0
134.34,4,0,0,14,0
25.04,0,0,0,12,0
24.06,4,0,0,10,0
72.48,3,0,0,20,0
2.28,1,0,0,19,0
308.07,4,0,0,16,0
30.19,4,0,0,8,0
45.63,3,0,0,14,0
65.45,2,0,0,14,0
82.99,0,0,0,10,0
98.31,5,0,0,18,0
126.03,4,0,0,16,0
104.18,1,0,0,19,0
50.71,4,0,0,9,0
13.29,5,0,0,9,0
8.74,2,0,0,14,0
18.32,1,1,0,13,0
56.41,2,0,0,16,0
54.18,5,0,0,15,0
26.42,6,0,0,19,0
67.43,4,0,0,18,0
24.33,2,0,0,10,0
178.31,7,0,0,20,0
205.57,4,0,0,18,0
10.99,2,0,0,14,0
22.72,4,0,0,14,0
186.88,1,0,1,14,0
52.03,2,0,0,21,0
127.69,1,0,0,16,0
52.78,3,0,0,12,0
13.39,3,0,0,21,0
234.12,1,0,0,16,0
69.47,2,0,0,22,0
25.49,6,0,0,21,0
62.3,1,0,0,14,0
95.37,1,0,0,9,0
170.34,2,0,0,9,0
137.86,2,0,0,21,0
113.58,1,0,0,14,0
43.17,3,0,0,11,0
18.2,1,0,0,15,0
14.42,4,0,0,21,0
270.72,4,0,0,22,0
32.04,3,0,0,14,0
43.61,4,0,0,13,0
17.5,4,0,0,15,0
21.62,1,0,0,14,0
47.36,2,0,0,14,0
28.57,0,0,0,12,0
108.42,5,0,0,11,0
18.06,4,0,0,14,0
6264.56,12,0,0,4,1
268.93,3,0,0,19,0
820.84,3,0,0,15,0
118.15,2,0,0,11,0
91.73,7,0,0,13,0
242.66,2,0,1,11,0
58.69,0,0,0,8,0
12.18,3,0,0,21,0
60.17,0,0,0,17,0
51.65,2,0,0,22,0
246.94,2,0,0,10,0
26.56,1,1,0,17,0
5000.0,18,1,1,3,1
34.57,2,0,0,20,0
55719.29,13,1,1,4,1
18.04,2,0,0,20,0
76.52,5,0,0,20,0
326.15,3,0,0,21,0
51.92,2,1,0,21,0
25.21,4,0,0,20,0
12.7,2,0,0,18,0
330.61,3,0,0,20,0
38.24,6,1,0,22,0
10.73,2,0,0,10,0
124.22,1,1,0,15,0
18.63,5,1,0,14,0
30.33,3,0,0,14,0
164.24,2,0,0,14,0
157.27,2,0,0,11,0
89.92,5,0,0,13,0
34.7,3,0,1,17,0
158.25,3,0,0,21,0
15.62,4,0,0,17,0
178.3,5,1,0,21,0
288.35,4,0,0,12,0
9.96,2,0,0,10,0
370.2,1,0,0,8,0
62.54,3,0,0,19,0
17.29,4,0,0,14,0
68.34,1,1,0,11,0
11.1,1,1,0,16,0
127.21,1,0,0,8,0
5000.0,17,1,0,1,1
53.56,0,0,1,18,0
72.73,1,0,0,22,0
206.16,0,0,0,16,0
53.22,2,0,0,22,0
84.78,1,1,0,22,0
68.76,6,0,0,17,0
33.69,4,1,0,15,0
177.58,1,0,0,13,0
106.2,6,0,1,14,0
38.73,1,0,0,18,0
51.22,3,0,0,10,0
20.12,4,0,0,22,0
17418.98,19,1,0,5,1
86.68,7,0,0,12,0
40.84,3,0,0,16,0
124.97,2,0,0,19,0
13.6,3,0,1,17,0
68.98,3,0,0,16,0
167.15,4,0,0,9,0
255.51,1,0,0,13,0
383.12,3,0,0,20,0
122.38,2,1,0,17,0
75.0,5,0,0,21,0
76.04,1,0,1,17,0
208.61,7,0,0,8,0
155.79,1,0,0,21,0
21.8,2,0,0,17,0
392.42,4,0,0,12,0
108.9,4,0,0,19,0
78.29,3,0,0,18,0
30.35,3,0,0,15,0
13.38,3,0,0,21,0
319.95,0,1,0,8,0
38.66,2,0,0,22,0
158.98,5,0,0,8,0
17.98,2,0,0,19,0
372.55,1,0,0,16,0
23.91,3,0,0,15,0
202.47,6,0,0,11,0
288.63,4,0,0,11,0
95.86,4,1,1,10,0
28.48,3,0,0,14,0
50.71,3,0,0,22,0
57.38,2,0,0,13,0
52.72,2,0,1,11,0
91.82,2,0,0,18,0
90.43,0,0,0,13,0
29.97,1,0,0,19,0
72.67,4,0,0,9,0
60.33,1,0,0,13,0
43.83,2,0,0,20,0
215.71,2,0,0,20,0
5000.0,14,1,1,3,1
36.1,3,0,0,16,0
204.65,3,0,0,19,0
45.44,2,1,0,15,0
59.41,3,0,0,13,0
32.96,6,0,0,17,0
5000.0,13,1,0,1,1
110.29,4,0,0,8,0
5000.0,19,0,0,5,1
499.86,5,0,0,11,0
64.42,3,0,0,11,0
15.74,5,0,0,22,0
73.87,3,0,0,12,0
30.04,3,0,0,17,0
215.48,2,0,0,17,0
18.13,6,0,0,11,0
345.99,2,0,0,19,0
11.91,0,0,0,10,0
18.09,2,0,0,10,0
35.05,6,0,0,19,0
20.25,4,0,0,21,0
5000.0,25,0,1,5,1
112.82,0,0,0,9,0
56.26,4,0,0,8,0
35.56,1,1,0,16,0
242.04,3,0,0,12,0
75.31,0,0,0,14,0
52.72,2,0,0,10,0
95.46,2,1,0,8,0
59.08,3,0,0,13,0
69.65,2,0,0,12,0
45.92,3,0,0,9,0
89.39,4,0,0,12,0
171.75,5,0,0,9,0
27.12,2,1,0,21,0
22.44,3,1,0,19,0
118.13,1,0,0,19,0
60.2,1,0,0,12,0
50.99,1,1,0,14,0
66.15,2,0,0,21,0
44.32,4,0,0,21,0
23.01,4,0,0,18,0
6.34,6,1,0,10,0
750.54,5,0,0,17,0
280.64,1,0,0,14,0
81.37,0,0,0,12,0
35.87,3,0,0,12,0
43.47,4,0,0,21,0
70.44,1,0,0,10,0
26.85,2,0,0,18,0
37.19,1,1,0,15,0
39.49,2,0,0,9,0
18742.78,11,0,1,3,1
75.31,4,0,0,8,0
3.41,2,0,0,20,0
30.51,5,0,0,8,0
236.43,1,0,0,8,0
31.73,1,0,0,13,0
14.57,1,0,0,8,0
44.95,4,0,0,15,0
25.3,2,0,0,12,0
54.94,2,0,0,15,0
49.46,2,1,0,22,0
45.54,0,0,0,15,0
33.86,3,0,0,9,0
13.17,2,0,0,14,0
8.44,1,0,0,15,0
39.41,2,1,0,19,0
10.03,1,0,0,10,0
38.44,2,0,0,14,0
31.43,4,0,0,21,0
116.75,2,0,0,18,0
634.2,1,0,0,17,0
63.52,3,0,0,15,0
30.09,4,0,1,22,0
144.78,2,0,0,12,0
9.67,7,0,0,18,0
11.55,6,0,0,11,0
353.92,3,0,0,15,0
20.05,5,0,0,19,0
93.15,4,0,0,14,0
66.41,2,0,0,13,0
210.44,4,0,0,22,0
18.51,2,0,0,21,0
25.37,1,0,0,10,0
32.02,2,0,0,11,0
15.81,2,0,0,19,0
42.31,6,0,0,19,0
51.57,3,0,0,16,0
21.16,5,0,0,22,0
43.77,2,0,0,22,0
5.03,3,0,0,20,0
63.95,5,0,0,16,0
53.29,2,0,0,22,0
87.69,4,0,0,8,0
26.27,2,0,0,13,0
33.56,5,0,0,16,0
248.5,6,1,0,16,0
111.5,3,0,0,22,0
57.95,5,0,0,19,0
5000.0,21,1,1,1,1
87.94,1,0,0,10,0
11.08,1,0,0,12,0
43.97,2,0,0,13,0
224.8,3,0,0,22,0
5000.0,14,1,1,4,1
127.94,3,0,0,16,0
10134.39,16,0,1,5,1
99.85,2,1,0,8,0
33.2,3,0,0,16,0
59.82,6,0,0,21,0
76.01,2,0,0,13,0
29.88,2,0,0,13,0
56.81,3,0,0,10,0
144.83,4,0,0,17,0
23.22,4,0,0,9,0
89.63,3,0,0,21,0
66.98,2,0,0,9,0
6159.97,21,0,1,1,1
16.29,6,0,0,19,0
51.99,4,0,0,11,0
111.63,5,0,0,21,0
59.66,5,0,0,16,0
71.11,1,0,0,14,0
35.31,2,0,0,17,0
5000.0,22,1,0,3,1
43.78,4,0,0,14,0
16.04,5,0,0,20,0
103.97,4,0,0,9,0
49.39,4,0,1,10,0
31.97,1,0,0,8,0
7.62,2,0,0,10,0
60.49,6,0,0,13,0
220.69,3,0,0,13,0
153.07,2,0,0,19,0
34.75,3,0,0,17,0
48.88,4,0,0,13,0
23.3,2,0,0,13,0
204.04,2,0,0,18,0
216.07,1,0,0,13,0
12.06,2,1,0,13,0
84.82,1,0,0,14,0
83.29,2,1,0,15,0
179.18,3,0,0,22,0
51.52,1,0,0,13,0
52.17,1,0,0,22,0
73.38,2,0,0,17,0
36.53,4,0,0,12,0
130.21,3,0,0,17,0
31.48,0,0,0,13,0
128.97,2,0,0,19,0
66.84,6,0,0,22,0
155.11,1,0,0,8,0
15.3,3,0,0,12,0
146.04,2,0,0,15,0
12329.04,12,1,0,2,1
169.96,5,1,0,20,0
18.43,3,0,0,16,0
109.46,3,0,0,15,0
69.42,4,0,1,15,0
555.6,3,0,0,9,0
6770.35,11,1,1,1,1
89.06,0,0,0,12,0
89.21,2,1,0,22,0
116.46,4,0,0,19,0
73.23,0,0,0,12,0
125.81,3,0,0,15,0
64.11,3,0,0,20,0
314.91,0,0,0,15,0
75.65,3,0,0,10,0
59.05,4,0,0,13,0
35.55,4,0,0,19,0
2.14,2,0,0,22,0
5000.0,21,1,0,1,1
55.17,4,0,0,14,0
20.12,3,0,0,19,0
9.31,3,0,0,22,0
5.12,3,0,0,11,0
113.45,2,0,0,13,0
49.64,1,0,1,10,0
69.54,2,0,0,21,0
102.49,5,0,0,16,0
244.9,1,0,0,13,0
91.25,1,0,0,19,0
70.53,3,0,0,17,0
188.07,6,0,0,8,0
95.86,0,1,0,17,0
90.38,7,0,0,12,0
56.11,6,0,0,11,0
79.62,1,0,0,14,0
236.7,2,1,0,19,0
215.83,3,0,0,20,0
72.06,3,0,0,11,0
5.05,6,0,0,9,0
7.69,2,0,0,15,0
360.84,2,0,0,20,0
22.91,2,0,0,21,0
143.36,1,0,0,21,0
7891.61,17,1,1,1,1
5.06,0,0,0,17,0
15.18,4,0,0,11,0
79.95,1,0,0,10,0
24.14,4,1,0,19,0
5000.0,17,1,1,1,1
107.68,0,0,0,22,0
81.79,5,0,0,22,0
16.41,0,1,0,22,0
14.58,2,0,0,22,0
288.72,8,0,0,14,0
149.35,1,0,0,19,0
87.81,4,0,0,21,0
50.49,1,0,0,13,0
19.17,2,0,0,13,0
110.02,2,0,0,14,0
113.18,4,0,0,10,0
55.07,5,0,0,22,0
71.06,4,0,0,10,0
70.03,4,0,0,18,0
15.92,3,0,0,17,0
52.49,6,0,0,8,0
19.03,2,0,0,13,0
5000.0,17,1,0,3,1
115.55,2,0,0,18,0
17.27,7,0,0,12,0
90.81,1,0,0,20,0
691.86,4,0,0,13,0
25.16,2,1,0,13,0
425.38,0,0,0,15,0
17.64,5,0,1,9,0
38.69,5,0,0,8,0
19.61,8,0,0,12,0
29.82,5,1,0,15,0
14.7,1,1,0,10,0
33.76,4,0,0,16,0
39.75,6,0,0,13,0
274.87,2,0,0,14,0
101.0,4,0,0,22,0
292.11,2,0,0,8,0
141.36,8,0,0,20,0
302.06,4,0,0,22,0
11.8,2,0,0,18,0
34.48,3,0,0,21,0
114.39,3,0,0,16,0
39.74,6,0,0,18,0
180.06,1,0,0,14,0
195.33,0,0,0,15,0
84.94,4,1,0,12,0
11.35,3,0,0,21,0
106.16,4,0,0,12,0
39.05,2,0,0,16,0
5000.0,16,1,0,3,1
67.54,1,0,0,22,0
46.9,3,0,0,14,0
194.02,5,0,1,11,0
38.87,4,0,0,22,0
62.66,3,0,0,17,0
51.48,1,0,0,12,0
99.43,2,0,0,10,0
15.07,6,0,0,13,0
7.28,6,0,0,12,0
5149.7,15,1,0,5,1
5000.0,17,1,0,2,1
181.37,1,1,0,8,0
90.26,5,0,0,12,0
80.61,2,0,0,18,0
80.96,3,0,0,11,0
11.22,6,1,0,18,0
24.64,4,0,0,19,0
4.25,2,0,0,15,0
8.28,2,0,0,8,0
65.68,1,1,0,14,0
59.32,4,0,0,21,0
170.4,3,0,0,11,0
61.25,5,0,0,9,0
66.85,5,0,0,9,0
29565.31,10,1,0,2,1
5000.0,21,0,1,5,1
77.3,1,1,0,14,0
19414.22,15,0,1,4,1
313.36,2,0,0,21,0
267.37,2,0,0,18,0
10.26,5,0,0,20,0
25.34,1,0,0,14,0
51.09,3,0,0,12,0
99.7,1,0,1,11,0
21.65,1,0,0,17,0
45.79,2,0,0,16,0
8.57,3,0,0,18,0
245.93,7,0,0,9,0
67.38,4,0,0,11,0
90.27,2,0,0,12,0
152.19,5,0,0,14,0
174.66,3,0,1,18,0
232.41,2,0,0,18,0
8.8,5,0,0,19,0
54.45,2,0,0,10,0
18.76,4,0,0,15,0
41.97,4,0,0,8,0
28.55,2,0,0,13,0
24.3,4,0,0,22,0
94.87,2,0,0,10,0
24.18,2,0,0,19,0
22.65,6,0,0,10,0
238.1,2,1,0,11,0
48.73,2,1,1,21,0
41.4,3,0,0,19,0
24.28,3,0,0,22,0
35.48,3,0,0,8,0
87.16,5,0,0,12,0
15.28,4,0,0,20,0
100.21,5,0,0,20,0
11.13,2,0,1,8,0
14.54,5,0,0,10,0
149.4,3,0,0,11,0
11.34,2,0,1,13,0
71.99,2,0,0,21,0
12.53,3,0,0,17,0
75.95,2,0,0,10,0
86.3,1,0,0,18,0
18.13,1,0,0,8,0
44911.68,16,1,1,4,1
19.61,5,0,0,22,0
37.07,2,1,0,8,0
27.98,3,0,0,22,0
356.66,1,0,0,16,0
120.09,3,0,0,11,0
64.5,2,0,0,22,0
26.69,2,0,0,13,0
14.16,5,0,0,16,0
36.61,6,0,0,10,0
77.35,3,0,0,13,0
64.75,4,0,0,9,0
88.23,6,1,0,16,0
30.05,0,0,0,21,0
37.61,3,0,0,19,0
426.75,2,0,0,11,0
19.35,2,1,0,13,0
83.79,4,0,0,19,0
41.44,6,0,0,19,0
23.14,1,0,0,18,0
20.12,2,0,0,14,0
30.1,6,0,0,18,0
166.39,6,0,0,22,0
53.28,4,0,0,11,0
14.95,3,0,0,10,0
59.93,2,0,0,11,0
365.14,7,0,0,19,0
176.4,5,1,1,9,0
5000.0,16,1,1,5,1
296.95,6,0,0,22,0
22.19,3,0,0,16,0
40.39,2,0,0,8,0
111.65,4,0,0,8,0
52.79,3,0,0,21,0
39.31,5,0,0,8,0
20.37,5,0,1,16,0
29.9,3,0,0,11,0
174.75,1,0,0,20,0
110.99,3,0,0,10,0
34.78,3,0,0,10,0
154.16,4,0,0,14,0
43.74,0,0,0,17,0
64.77,2,0,0,16,0
78.97,1,0,0,18,0
10.75,2,0,0,14,0
151.66,5,0,0,14,0
25.68,3,0,0,10,0
138.68,3,1,0,20,0
54.01,2,0,0,8,0
204.47,4,0,0,21,0
18.23,4,0,0,13,0
357.76,8,0,0,19,0
75.73,3,0,0,10,0
21.14,2,0,0,15,0
36.24,6,1,0,20,0
111.04,5,0,0,21,0
68.32,1,0,0,8,0
208.37,7,1,0,9,0
73.48,1,0,0,15,0
240.75,1,0,0,15,0
29.19,1,0,0,8,0
37.38,2,0,0,14,0
100.73,3,0,0,16,0
4.99,4,0,0,16,0
151.71,1,0,0,12,0
107.21,4,0,0,18,0
22.01,4,0,0,19,0
41.22,4,0,0,22,0
18243.93,13,1,0,1,1
38.16,2,0,0,19,0
52.91,7,0,0,10,0
127.03,2,0,0,20,0
88.07,3,0,0,19,0
41.76,2,0,0,22,0
65.88,3,1,0,13,0
19.92,3,0,0,17,0
36.6,3,0,0,10,0
408.87,3,0,0,9,0
115.34,5,1,0,20,0
198.43,1,0,0,16,0
77.59,6,0,0,15,0
31.13,5,0,0,14,0
145.31,6,0,0,15,0
98.67,7,0,0,18,0
59.54,4,0,0,21,0
49.18,2,0,0,21,0
135.7,2,1,0,11,0
26.6,3,0,0,16,0
61.95,0,0,0,16,0
34.94,3,0,0,13,0
34.77,4,1,0,20,0
74.76,1,0,0,20,0
57.03,0,0,0,21,0
33.99,0,0,0,22,0
55.75,3,0,0,12,0
50.42,4,0,0,13,0
22.39,1,0,0,9,0
4.82,6,0,0,14,0
